language,item_id,uni_lemma,pos2,own_specific_loading,english_gloss
multidim,item_13,duck,noun,1.7356860625361563,duck
multidim,item_14,ant,noun,1.730433229660134,ant
multidim,item_15,dog,noun,1.3308670793073587,dog
multidim,item_16,rabbit,noun,2.2426281249351887,rabbit
multidim,item_17,cow,noun,1.9934849954663167,cow
multidim,item_18,horse,noun,2.0950925969303036,horse
multidim,item_21,frog,noun,2.406731073336096,frog
multidim,item_22,crab,noun,2.1988119285016494,crab
multidim,item_23,hippopotamus,noun,1.9576802681915448,hippopotamus
multidim,item_24,turtle,noun,2.514664840526033,turtle
multidim,item_25,crow,noun,1.7832436798465656,crow
multidim,item_27,giraffe,noun,2.3165779725092612,giraffe
multidim,item_29,bear,noun,2.075479546692034,bear
multidim,item_30,koala,noun,1.8564868834706816,koala
multidim,item_32,fish (animal),noun,2.421113389220273,fish
multidim,item_33,monkey,noun,2.0889448157038446,monkey
multidim,item_34,zebra,noun,1.6833045068566097,zebra
multidim,item_35,elephant,noun,1.870625634244541,elephant
multidim,item_37,butterfly,noun,1.4881570409455402,butterfly
multidim,item_38,animal,noun,1.497989874796835,animal
multidim,item_39,tiger,noun,2.526173346324705,tiger
multidim,item_40,bird,noun,2.3951323074208326,bird
multidim,item_41,chicken,noun,2.1504891449308903,chicken
multidim,item_42,cat,noun,1.4071295792227834,cat
multidim,item_43,mouse,noun,2.0675864213550263,mouse
multidim,item_44,bee,noun,1.860612984145936,bee
multidim,item_45,pigeon,noun,1.518287499478998,pigeon
multidim,item_46,panda,noun,2.0710012100825663,panda
multidim,item_48,chick,noun,2.1795274863769993,chick
multidim,item_49,pig,noun,2.0154646116952857,pig
multidim,item_50,snake,noun,1.9603561038069783,snake
multidim,item_51,penguin,noun,2.245008417584461,penguin
multidim,item_52,bug,noun,1.1379702012362838,insect
multidim,item_53,lion,noun,2.2724212116476585,lion
multidim,item_54,squirrel,noun,2.0516169640500337,squirrel
multidim,item_55,crocodile,noun,1.930735077473196,crocodile
multidim,item_56,car,noun,0.8913372233084278,locomotive
multidim,item_57,car,noun,1.368582877860162,car
multidim,item_59,bicycle,noun,1.4021902717818733,bicycle
multidim,item_62,train,noun,1.8447128695456425,train
multidim,item_63,truck,noun,1.467923398093438,truck
multidim,item_65,bus,noun,1.4846404984716737,bus
multidim,item_66,police car,noun,1.2548683486311605,police_car
multidim,item_67,airplane,noun,1.7854714814235362,airplane
multidim,item_68,ship,noun,1.701795897548597,ship
multidim,item_70,book,noun,1.4047058852034384,picture_book
multidim,item_71,pencil,noun,1.0579743174952367,pencil
multidim,item_72,toy (object),noun,1.101517110717166,toy
multidim,item_77,blocks,noun,1.3153536628027316,building_blocks
multidim,item_78,doll,noun,0.9056373556138654,doll
multidim,item_83,balloon,noun,1.312491746584675,balloon
multidim,item_86,ball,noun,1.1896469055539507,ball
multidim,item_87,book,noun,0.7533475656800114,book
multidim,item_88,ice cream,noun,0.5892481012342642,ice_cream
multidim,item_89,candy,noun,0.4616837130578065,candy
multidim,item_90,strawberry,noun,1.798742906837554,strawberry
multidim,item_91,noodles,noun,0.9883971279961764,udon
multidim,item_97,tea,noun,0.4083023145262746,tea
multidim,item_102,milk,noun,1.011135984453811,milk
multidim,item_105,cake,noun,0.8332422468890491,cake
multidim,item_109,rice,noun,1.1669327159098513,rice
multidim,item_110,fish (food),noun,1.8647132756616636,fish
multidim,item_113,juice,noun,0.5449531000374308,juice
multidim,item_115,watermelon,noun,1.4439503988339395,watermelon
multidim,item_121,egg,noun,1.696252640872735,egg
multidim,item_122,cheese,noun,0.9376815401823896,cheese
multidim,item_124,tofu,noun,1.1932129782856598,tofu
multidim,item_126,tomato,noun,2.1973444696043183,tomato
