item_row,F1,F2,item_id,category,english_gloss,pos2
item_13,0.8691183700899782,0.14050460447160643,item_13,animals,alligator,noun
item_14,0.8769154419668387,0.08657468456995146,item_14,animals,animal,noun
item_15,0.8153173178703281,0.11009865459246808,item_15,animals,ant,noun
item_16,0.8164578973899012,0.1833757890612967,item_16,animals,bear,noun
item_17,0.8014137956469262,0.16173379893237042,item_17,animals,bee,noun
item_18,0.8128112781794559,0.20979094038045346,item_18,animals,bird,noun
item_19,0.8400553505480384,0.11170827566989179,item_19,animals,bug,noun
item_20,0.8632526276933032,0.12129255388160463,item_20,animals,bunny,noun
item_21,0.8951968469828557,0.08337889535764878,item_21,animals,butterfly,noun
item_22,0.7976628401326132,0.1269128936600346,item_22,animals,cat,noun
item_23,0.880517404660393,0.09990817476734296,item_23,animals,chicken (animal),noun
item_24,0.8544106245787055,0.1791895330327236,item_24,animals,cow,noun
item_25,0.7935089046820603,0.15955246076517005,item_25,animals,deer,noun
item_26,0.7081379447252912,0.1989283014720719,item_26,animals,dog,noun
item_27,0.7886164721833968,0.1333201567141441,item_27,animals,donkey,noun
item_28,0.792377892247517,0.21884865662360342,item_28,animals,duck,noun
item_29,0.8670663285219519,0.15042930012170141,item_29,animals,elephant,noun
item_30,0.8335812511733928,0.18469632154340995,item_30,animals,fish (animal),noun
item_31,0.9023062853344271,0.11586734393518061,item_31,animals,frog,noun
item_32,0.839026822827442,0.16030685939316416,item_32,animals,giraffe,noun
item_33,0.7952300239455696,0.19977562764428705,item_33,animals,goose,noun
item_34,0.7742456441923483,0.1402153488067145,item_34,animals,hen,noun
item_35,0.8718660694090582,0.12849818630657772,item_35,animals,horse,noun
item_36,0.719460089820988,0.05858978117451215,item_36,animals,kitty,noun
item_37,0.8309710049772473,0.15672214118078734,item_37,animals,lamb,noun
item_38,0.8760497045944595,0.15301351589178,item_38,animals,lion,noun
item_39,0.88618758517839,0.12579561578764595,item_39,animals,monkey,noun
item_40,0.7605304567883029,0.16854416270341638,item_40,animals,moose,noun
item_41,0.8645243172987991,0.170619759806403,item_41,animals,mouse,noun
item_42,0.7969965839433587,0.2085728805511912,item_42,animals,owl,noun
item_43,0.8199773540113227,0.10760428507230164,item_43,animals,penguin,noun
item_44,0.8768697577647421,0.1644499325616472,item_44,animals,pig,noun
item_45,0.7866047410648239,0.07972414622496093,item_45,animals,pony,noun
item_46,0.774375179055881,0.015837701975894042,item_46,animals,puppy,noun
item_47,0.8433737820816076,0.17113205488230132,item_47,animals,rooster,noun
item_48,0.8354253586171818,0.18808788849094082,item_48,animals,sheep,noun
item_49,0.8420084906609432,0.16681227987443673,item_49,animals,squirrel,noun
item_50,0.813065457578705,0.04947353644433205,item_50,animals,teddybear,noun
item_51,0.8440975307396066,0.06533221547695206,item_51,animals,tiger,noun
item_52,0.8151091531782523,0.17808720953103133,item_52,animals,turkey,noun
item_53,0.8716839379945645,0.17913944606264676,item_53,animals,turtle,noun
item_54,0.8250494545829902,0.09803745349829489,item_54,animals,wolf,noun
item_55,0.8651538600326548,0.13143686818499076,item_55,animals,zebra,noun
item_56,0.8812157570474697,0.12333641431549035,item_56,vehicles,airplane,noun
item_57,0.8624555198319694,0.1817435269452084,item_57,vehicles,bicycle,noun
item_58,0.8527090557563591,0.22683698550684267,item_58,vehicles,boat,noun
item_59,0.8295738128388676,0.15673258280688354,item_59,vehicles,bus,noun
item_60,0.8427963338936469,0.18576109690739165,item_60,vehicles,car,noun
item_61,0.8541870777284933,0.08325394093110225,item_61,vehicles,firetruck,noun
item_62,0.8540979874595411,0.1498927616196561,item_62,vehicles,helicopter,noun
item_63,0.8580486746022218,0.09534322408039972,item_63,vehicles,motorcycle,noun
item_64,0.7674123639668614,0.19645809393337185,item_64,vehicles,sled,noun
item_65,0.844738845937368,0.04266042725003473,item_65,vehicles,stroller,noun
item_66,0.7606391938213133,0.23478419348130725,item_66,vehicles,tractor,noun
item_67,0.8799574430805168,0.12074536538007578,item_67,vehicles,train,noun
item_68,0.7932955974391013,0.15608732512778123,item_68,vehicles,tricycle,noun
item_69,0.8255840026225901,0.18094360317813504,item_69,vehicles,truck,noun
item_70,0.8238018151161204,0.3158666858923944,item_70,toys,ball,noun
item_71,0.8027612786719684,0.16689446718045467,item_71,toys,balloon,noun
item_72,0.8004270118663129,0.11048826799534543,item_72,toys,bat,noun
item_73,0.839406585532415,0.16094480637807645,item_73,toys,block,noun
item_74,0.8294397868394833,0.20620814955510722,item_74,toys,book,noun
item_75,0.8178437512683493,0.17143265528274132,item_75,toys,bubbles,noun
item_76,0.8180926423284457,0.0636777830868207,item_76,toys,chalk,noun
item_77,0.8725686751374591,0.03740864901181257,item_77,toys,crayon,noun
item_78,0.7469745327610562,0.007923008050853692,item_78,toys,doll,noun
item_79,0.8756358737147412,-0.00793298756101055,item_79,toys,game,noun
item_80,0.8665008002795851,0.04059327583722697,item_80,toys,glue,noun
item_81,0.8269610284218754,0.04739655738757323,item_81,toys,pen,noun
item_82,0.8621431581280184,0.09199939030462163,item_82,toys,pencil,noun
item_83,0.8190720833414656,0.07193234226141061,item_83,toys,play dough,noun
item_84,0.9074254043984188,0.03050664746619319,item_84,toys,present,noun
item_85,0.8729581973058415,0.08221846179646634,item_85,toys,puzzle,noun
item_86,0.8796492914221578,-0.0034651589803796554,item_86,toys,story,noun
item_87,0.880868987211888,-0.03259342860658998,item_87,toys,toy (object),noun
item_88,0.8608862690406633,0.14339955619326653,item_88,food_drink,apple,noun
item_89,0.8175037401708422,0.11711496144619181,item_89,food_drink,applesauce,noun
item_90,0.7891259586916108,0.18166291989968775,item_90,food_drink,banana,noun
